"Statistic Label","Quarter","State","UNIT","VALUE"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2009Q2","State","Euro Million","-8263"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2009Q3","State","Euro Million","-8683"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2009Q4","State","Euro Million","-8481"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2010Q1","State","Euro Million","-8343"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2010Q2","State","Euro Million","-8108"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2010Q3","State","Euro Million","-7480"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2010Q4","State","Euro Million","-6775"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2011Q1","State","Euro Million","-8846"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2011Q2","State","Euro Million","-9093"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2011Q3","State","Euro Million","-8896"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2011Q4","State","Euro Million","-10033"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2012Q1","State","Euro Million","-9447"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2012Q2","State","Euro Million","-8682"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2012Q3","State","Euro Million","-9255"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2012Q4","State","Euro Million","-9849"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2013Q1","State","Euro Million","-7430"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2013Q2","State","Euro Million","-8153"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2013Q3","State","Euro Million","-7933"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2013Q4","State","Euro Million","-7663"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2014Q1","State","Euro Million","-8093"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2014Q2","State","Euro Million","-7986"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2014Q3","State","Euro Million","-8759"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2014Q4","State","Euro Million","-8553"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2015Q1","State","Euro Million","-16114"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2015Q2","State","Euro Million","-10593"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2015Q3","State","Euro Million","-18317"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2015Q4","State","Euro Million","-17061"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2016Q1","State","Euro Million","-11123"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2016Q2","State","Euro Million","-10887"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2016Q3","State","Euro Million","-15357"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2016Q4","State","Euro Million","-14851"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2017Q1","State","Euro Million","-14951"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2017Q2","State","Euro Million","-15761"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2017Q3","State","Euro Million","-15011"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2017Q4","State","Euro Million","-18007"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2018Q1","State","Euro Million","-17698"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2018Q2","State","Euro Million","-16838"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2018Q3","State","Euro Million","-18563"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2018Q4","State","Euro Million","-22207"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2019Q1","State","Euro Million","-18323"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2019Q2","State","Euro Million","-20417"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2019Q3","State","Euro Million","-20906"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2019Q4","State","Euro Million","-20269"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2020Q1","State","Euro Million","-20204"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2020Q2","State","Euro Million","-21046"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2020Q3","State","Euro Million","-30521"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2020Q4","State","Euro Million","-21668"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q1","State","Euro Million","-28217"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q2","State","Euro Million","-28662"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q3","State","Euro Million","-29954"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q4","State","Euro Million","-24103"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q1","State","Euro Million","-33208"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q2","State","Euro Million","-32791"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q3","State","Euro Million","-41591"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q4","State","Euro Million","-31648"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2023Q1","State","Euro Million","-35736"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2023Q2","State","Euro Million","-26872"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2023Q3","State","Euro Million","-25595"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","22717"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","23026"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","23305"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","23502"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","24407"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","24781"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","24764"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","24880"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","25787"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","26855"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","27726"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","27931"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","28793"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","28981"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","29887"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","29481"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","31330"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","31135"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","31747"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","32659"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","33309"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","34752"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","34616"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","34571"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","35361"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","35438"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","35093"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","35821"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","35468"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","36322"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","36890"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","37212"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","37422"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","38142"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","38394"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","40319"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","40143"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","41450"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","40810"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","42108"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","42600"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","43030"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","43451"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","45019"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","45428"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","46319"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","45229"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","47300"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","48020"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","47507"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","47239"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","48196"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","48004"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","46712"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","45450"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","43662"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","42976"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","42395"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","41830"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","40816"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","42310"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","42535"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","43581"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","44158"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","42332"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","42907"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","42326"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","41298"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","41308"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","43540"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","41997"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","41449"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","43334"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","43850"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","45617"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","45201"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","47088"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","48809"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","48506"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","48823"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","53531"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","57035"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","51055"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","53094"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","57266"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","58147"
